EmailID,SentenceID,SentenceLen,Failures,OutofSeq,NetFailure,NetSuccess,Depth_1,Depth_2
13987,103,187,180,477,-297,258.82,7,0
13987,104,19,18,0,18,5.26,1,0
13987,105,5,5,0,5,0.00,0,0
13987,106,5,5,0,5,0.00,0,0
13987,107,12,8,0,8,33.33,3,1
13987,108,3,3,0,3,0.00,0,0
13987,109,4,3,0,3,25.00,1,0
13987,110,20,14,0,14,30.00,5,0
13987,111,5,4,0,4,20.00,1,0
13987,112,269,259,776,-517,292.19,7,3
13987,113,7,7,0,7,0.00,0,0
13987,114,10,10,0,10,0.00,0,0
13987,115,24,23,2,21,12.50,0,1
13987,116,11,11,0,11,0.00,0,0
13987,117,8,5,0,5,37.50,2,1
13987,118,19,17,0,17,10.53,2,0
13987,119,11,7,1,6,45.45,3,1
13987,120,6,5,0,5,16.67,1,0
13987,121,10,10,0,10,0.00,0,0
13987,122,152,150,268,-118,177.63,1,1
13987,123,11,10,0,10,9.09,1,0
13987,124,33,25,2,23,30.30,6,2
13987,125,8,8,0,8,0.00,0,0
13987,126,9,9,0,9,0.00,0,0
13987,127,148,146,96,50,66.22,1,1
13987,128,6,6,0,6,0.00,0,0
13987,129,87,86,20,66,24.14,1,0
13987,130,63,60,9,51,19.05,2,0
13987,131,14,13,0,13,7.14,0,0
13987,132,7,7,0,7,0.00,0,0
13987,133,24,24,0,24,0.00,0,0
13987,134,45,42,1,41,8.89,3,0
13987,135,3,3,0,3,0.00,0,0
13987,136,26,26,0,26,0.00,0,0
13987,137,21,20,0,20,4.76,1,0
13987,138,46,45,8,37,19.57,1,0
13987,139,24,23,1,22,8.33,1,0
13987,140,21,21,1,20,4.76,0,0
13987,141,30,24,1,23,23.33,5,1
13987,142,8,7,0,7,12.50,1,0
13987,143,9,9,0,9,0.00,0,0
13987,144,5,5,0,5,0.00,0,0
13987,145,15,12,0,12,20.00,2,1
13987,146,9,9,0,9,0.00,0,0
13987,147,6,6,1,5,16.67,0,0
13987,148,8,8,0,8,0.00,0,0
13987,149,6,5,0,5,16.67,0,1
13987,150,7,7,0,7,0.00,0,0
13987,151,7,7,0,7,0.00,0,0
13987,152,8,6,0,6,25.00,1,1
13987,153,11,10,0,10,9.09,0,0
13987,154,7,5,0,5,28.57,2,0
13987,155,12,12,1,11,8.33,0,0
13987,156,14,13,0,13,7.14,1,0
13987,157,16,14,0,14,12.50,2,0
13987,158,6,4,0,4,33.33,1,1
13987,159,4,4,0,4,0.00,0,0
13987,160,7,7,0,7,0.00,0,0
13987,161,13,13,0,13,0.00,0,0
13987,162,11,8,0,8,27.27,2,1
13987,163,13,10,0,10,23.08,2,1
13987,164,24,17,0,17,29.17,4,3
13987,165,13,11,0,11,15.38,1,0
13987,166,21,21,0,21,0.00,0,0
13987,167,7,7,0,7,0.00,0,0
13987,168,14,13,0,13,7.14,1,0
13987,169,15,14,1,13,13.33,1,0
13987,170,16,16,0,16,0.00,0,0
13987,171,16,14,0,14,12.50,2,0
13987,172,14,13,0,13,7.14,0,1
13987,173,5,5,0,5,0.00,0,0
13987,174,12,12,0,12,0.00,0,0
13987,175,26,23,2,21,19.23,2,1
13987,176,6,6,0,6,0.00,0,0
13987,177,14,14,0,14,0.00,0,0
13987,178,16,16,0,16,0.00,0,0
13987,179,12,12,0,12,0.00,0,0
13987,180,4,4,0,4,0.00,0,0
13987,181,14,11,3,8,42.86,2,1
13987,182,12,12,0,12,0.00,0,0
13987,183,11,8,0,8,27.27,2,1
13987,184,23,16,0,16,30.43,4,3
13987,185,13,11,0,11,15.38,1,0
13987,186,50,40,2,38,24.00,8,2
13987,187,8,6,0,6,25.00,1,1
13987,188,7,6,0,6,14.29,1,0
13987,189,13,9,0,9,30.77,2,2
13987,190,17,14,0,14,17.65,3,0
13987,191,10,8,1,7,30.00,2,0
13987,192,20,16,0,16,20.00,4,0
13987,193,5,4,0,4,20.00,1,0
13987,194,6,6,0,6,0.00,0,0
13987,195,3,3,0,3,0.00,0,0
13987,196,30,26,1,25,16.67,3,1
13987,197,10,10,0,10,0.00,0,0
13987,198,5,5,0,5,0.00,0,0
13987,199,4,4,0,4,0.00,0,0
13987,200,6,5,0,5,16.67,1,0
13987,201,8,7,0,7,12.50,1,0
13987,202,4,4,0,4,0.00,0,0
13987,203,11,11,0,11,0.00,0,0
13987,204,9,8,0,8,11.11,1,0
13987,205,7,6,0,6,14.29,0,1
13987,206,64,60,66,-6,109.38,3,1
13987,207,6,6,0,6,0.00,0,0
13987,208,14,14,0,14,0.00,0,0
13987,209,5,4,0,4,20.00,1,0
13987,210,10,10,0,10,0.00,0,0
13987,211,16,16,1,15,6.25,0,0
13987,212,8,8,0,8,0.00,0,0
13987,213,12,12,0,12,0.00,0,0
13987,214,6,5,0,5,16.67,1,0
13987,215,9,9,1,8,11.11,0,0
13987,216,6,5,0,5,16.67,1,0
13987,217,8,6,0,6,25.00,1,1
13987,218,8,5,0,5,37.50,2,1
13987,219,12,10,0,10,16.67,1,1
13987,220,74,70,86,-16,121.62,3,1
13987,221,15,15,0,15,0.00,0,0
13987,222,21,18,1,17,19.05,2,1
13987,223,13,11,0,11,15.38,2,0
13987,224,16,13,0,13,18.75,3,0
13987,225,7,7,0,7,0.00,0,0
13987,226,11,10,0,10,9.09,0,1
13987,227,8,7,0,7,12.50,1,0
13987,228,30,26,0,26,13.33,3,1
13987,229,51,46,8,38,25.49,4,1
13987,230,13,13,0,13,0.00,0,0
13987,231,8,8,0,8,0.00,0,0
13987,232,33,31,18,13,60.61,2,0
13987,233,4,4,0,4,0.00,0,0
13987,234,18,14,1,13,27.78,2,2
13987,235,13,12,0,12,7.69,1,0
13987,236,25,24,1,23,8.00,0,1
13987,237,2,2,0,2,0.00,0,0
13987,238,3,3,0,3,0.00,0,0
13987,239,4,4,0,4,0.00,0,0
13987,240,4,4,0,4,0.00,0,0
13987,241,18,18,3,15,16.67,0,0
13987,242,2,2,0,2,0.00,0,0
13987,243,5,5,0,5,0.00,0,0
13987,244,30,29,1,28,6.67,0,1
13987,245,16,16,0,16,0.00,0,0
13987,246,7,7,0,7,0.00,0,0
13987,247,10,10,0,10,0.00,0,0
13987,248,13,13,0,13,0.00,0,0
13987,249,2,2,0,2,0.00,0,0
13987,250,24,22,1,21,12.50,1,1
13987,251,5,5,0,5,0.00,0,0
13987,252,7,7,0,7,0.00,0,0
13987,253,6,6,0,6,0.00,0,0
13987,254,24,23,2,21,12.50,1,0
13987,255,19,18,0,18,5.26,1,0
13987,256,23,22,4,18,21.74,1,0
13987,257,12,12,1,11,8.33,0,0
13987,258,23,23,1,22,4.35,0,0
13987,259,51,47,6,41,19.61,3,0
13987,260,27,25,3,22,18.52,2,0
13987,261,15,15,0,15,0.00,0,0
13987,262,16,16,0,16,0.00,0,0
13987,263,5,5,0,5,0.00,0,0
13987,264,30,29,4,25,16.67,1,0
13987,265,25,23,1,22,12.00,1,1
13987,266,3,3,0,3,0.00,0,0
13987,267,25,22,3,19,24.00,2,1
13987,268,42,39,3,36,14.29,2,1
13987,269,14,13,2,11,21.43,1,0
13987,270,14,13,0,13,7.14,0,1
13987,271,16,15,1,14,12.50,1,0
13987,272,7,6,0,6,14.29,1,0
13987,273,14,13,1,12,14.29,1,0
13987,274,23,22,2,20,13.04,1,0
13987,275,7,7,0,7,0.00,0,0
13987,276,4,4,0,4,0.00,0,0
13987,277,19,18,4,14,26.32,1,0
13987,278,4,4,0,4,0.00,0,0
13987,279,4,4,0,4,0.00,0,0
13987,280,4,4,0,4,0.00,0,0
13987,281,17,17,3,14,17.65,0,0
13987,282,2,2,0,2,0.00,0,0
13987,283,5,5,0,5,0.00,0,0
13987,284,30,29,1,28,6.67,0,1
13987,285,16,16,0,16,0.00,0,0
13987,286,7,7,0,7,0.00,0,0
13987,287,10,10,0,10,0.00,0,0
13987,288,13,13,0,13,0.00,0,0
13987,289,2,2,0,2,0.00,0,0
13987,290,24,22,1,21,12.50,1,1
13987,291,5,5,0,5,0.00,0,0
13987,292,7,7,0,7,0.00,0,0
13987,293,6,6,0,6,0.00,0,0
13987,294,24,23,2,21,12.50,1,0
13987,295,19,18,0,18,5.26,1,0
13987,296,23,22,4,18,21.74,1,0
13987,297,12,12,1,11,8.33,0,0
13987,298,23,23,1,22,4.35,0,0
13987,299,51,47,6,41,19.61,3,0
13987,300,19,17,2,15,21.05,1,1
13987,301,35,31,1,30,14.29,3,1
13987,302,13,11,0,11,15.38,1,1
13987,303,13,11,0,11,15.38,1,1
13987,304,9,8,0,8,11.11,1,0
13987,305,8,8,0,8,0.00,0,0
13987,306,8,8,0,8,0.00,0,0
13987,307,21,20,3,17,19.05,1,0
13987,308,3,3,0,3,0.00,0,0
13987,309,12,12,0,12,0.00,0,0
13987,310,9,9,0,9,0.00,0,0
13987,311,7,7,0,7,0.00,0,0
13987,312,21,20,3,17,19.05,1,0
13987,313,14,13,0,13,7.14,0,1
13987,314,9,6,0,6,33.33,2,1
13987,315,6,4,0,4,33.33,1,1
13987,316,14,12,0,12,14.29,1,1
13987,317,12,11,0,11,8.33,1,0
13987,318,12,9,0,9,25.00,1,2
13987,319,44,39,11,28,36.36,3,2
13987,320,3,3,0,3,0.00,0,0
13987,321,10,10,1,9,10.00,0,0
13987,322,26,25,4,21,19.23,1,0
13987,323,15,15,2,13,13.33,0,0
13987,324,3,3,0,3,0.00,0,0
13987,325,6,6,0,6,0.00,0,0
13987,326,61,58,19,39,36.07,2,1
13987,327,5,5,0,5,0.00,0,0
13987,328,3,3,0,3,0.00,0,0
13987,329,4,4,0,4,0.00,0,0
13987,330,38,36,6,30,21.05,2,0
13987,331,17,15,0,15,11.76,1,0
13987,332,32,30,0,30,6.25,2,0
13987,333,42,39,4,35,16.67,3,0
13987,334,15,14,0,14,6.67,1,0
13987,335,4,4,0,4,0.00,0,0
13987,336,38,38,4,34,10.53,0,0
13987,337,16,15,2,13,18.75,1,0
13987,338,10,9,0,9,10.00,1,0
13987,339,5,5,0,5,0.00,0,0
13987,340,4,3,0,3,25.00,1,0
13987,341,4,4,0,4,0.00,0,0
13987,342,12,12,2,10,16.67,0,0
13987,343,13,10,0,10,23.08,2,1
13987,344,2,2,0,2,0.00,0,0
13987,345,31,29,3,26,16.13,2,0
13987,346,18,18,1,17,5.56,0,0
13987,347,7,7,0,7,0.00,0,0
13987,348,4,3,0,3,25.00,1,0
13987,349,17,16,2,14,17.65,0,0
13987,350,6,4,0,4,33.33,1,1
13987,351,14,14,3,11,21.43,0,0
13987,352,14,13,0,13,7.14,1,0
13987,353,12,11,0,11,8.33,1,0
13987,354,16,15,0,15,6.25,1,0
13987,355,31,29,3,26,16.13,1,1
13987,356,28,28,9,19,32.14,0,0
13987,357,5,5,0,5,0.00,0,0
13987,358,5,5,0,5,0.00,0,0
13987,359,17,16,1,15,11.76,1,0
13987,360,6,5,0,5,16.67,1,0
13987,361,25,23,2,21,16.00,2,0
13987,362,13,12,0,12,7.69,1,0
13987,363,14,12,0,12,14.29,2,0
13987,364,16,14,0,14,12.50,2,0
13987,365,8,6,0,6,25.00,1,1
13987,366,10,10,0,10,0.00,0,0
13987,367,20,18,1,17,15.00,1,1
13987,368,6,5,0,5,16.67,0,1
13987,369,17,17,2,15,11.76,0,0
13987,370,7,7,0,7,0.00,0,0
13987,371,8,6,0,6,25.00,0,2
13987,372,23,20,0,20,13.04,1,2
13987,373,17,14,0,14,17.65,3,0
13987,374,13,10,0,10,23.08,2,1
13987,375,15,11,0,11,26.67,2,2
13987,376,29,27,3,24,17.24,2,0
13987,377,4,4,0,4,0.00,0,0
13987,378,10,9,0,9,10.00,1,0
13987,379,5,4,0,4,20.00,1,0
13987,380,2,2,0,2,0.00,0,0
13987,381,34,31,4,27,20.59,2,1
13987,382,7,6,0,6,14.29,1,0
13987,383,15,14,0,14,6.67,1,0
13987,384,13,13,0,13,0.00,0,0
13987,385,13,12,1,11,15.38,1,0
13987,386,16,15,0,15,6.25,1,0
13987,387,7,6,0,6,14.29,1,0
13987,388,9,9,0,9,0.00,0,0
13987,389,9,8,0,8,11.11,1,0
13987,390,10,10,2,8,20.00,0,0
